Key,Source,Context,Changes,English,French,German,Klingon,Spanish,Polish
woodenGarageDoor3x3RedPlayer,blocks,Block,KgNone,Wooden Garage Door 3X3 (Red),,,,,
woodenGarageDoor3x3OrangePlayer,blocks,Block,KgNone,Wooden Garage Door 3X3 (Orange),,,,,
woodenGarageDoor3x3YellowPlayer,blocks,Block,KgNone,Wooden Garage Door 3X3 (Yellow),,,,,
woodenGarageDoor3x3GreenPlayer,blocks,Block,KgNone,Wooden Garage Door 3X3 (Green),,,,,
woodenGarageDoor3x3BluePlayer,blocks,Block,KgNone,Wooden Garage Door 3X3 (Blue),,,,,
woodenGarageDoor3x3GreyPlayer,blocks,Block,KgNone,Wooden Garage Door 3X3 (Grey),,,,,
woodenGarageDoor3x3OakPlayer,blocks,Block,KgNone,Wooden Garage Door 3X3 (Oak),,,,,
woodenGarageDoor3x3PlayerBlockVariantHelper,blocks,Block,KgNone,Wooden Garage Doors 3X3,,,,,
woodenGarageDoor4x3WhitePlayer,blocks,Block,KgNone,Wooden Garage Door 4X3 (White),,,,,
woodenGarageDoor4x3BrownPlayer,blocks,Block,KgNone,Wooden Garage Door 4X3 (Brown),,,,,
woodenGarageDoor4x3RedPlayer,blocks,Block,KgNone,Wooden Garage Door 4X3 (Red),,,,,
woodenGarageDoor4x3OrangePlayer,blocks,Block,KgNone,Wooden Garage Door 4X3 (Orange),,,,,
woodenGarageDoor4x3YellowPlayer,blocks,Block,KgNone,Wooden Garage Door 4X3 (Yellow),,,,,
woodenGarageDoor4x3GreenPlayer,blocks,Block,KgNone,Wooden Garage Door 4X3 (Green),,,,,
woodenGarageDoor4x3BluePlayer,blocks,Block,KgNone,Wooden Garage Door 4X3 (Blue),,,,,
woodenGarageDoor4x3GreyPlayer,blocks,Block,KgNone,Wooden Garage Door 4X3 (Grey),,,,,
woodenGarageDoor4x3OakPlayer,blocks,Block,KgNone,Wooden Garage Door 4X3 (Oak),,,,,
woodenGarageDoor4x3PlayerBlockVariantHelper,blocks,Block,KgNone,Wooden Garage Doors 4X3,,,,,
woodenGarageDoor5x3WhitePlayer,blocks,Block,KgNone,Wooden Garage Door 5X3 (White),,,,,
woodenGarageDoor5x3BrownPlayer,blocks,Block,KgNone,Wooden Garage Door 5X3 (Brown),,,,,
woodenGarageDoor5x3RedPlayer,blocks,Block,KgNone,Wooden Garage Door 5X3 (Red),,,,,
woodenGarageDoor5x3OrangePlayer,blocks,Block,KgNone,Wooden Garage Door 5X3 (Orange),,,,,
woodenGarageDoor5x3YellowPlayer,blocks,Block,KgNone,Wooden Garage Door 5X3 (Yellow),,,,,
woodenGarageDoor5x3GreenPlayer,blocks,Block,KgNone,Wooden Garage Door 5X3 (Green),,,,,
woodenGarageDoor5x3BluePlayer,blocks,Block,KgNone,Wooden Garage Door 5X3 (Blue),,,,,
woodenGarageDoor5x3GreyPlayer,blocks,Block,KgNone,Wooden Garage Door 5X3 (White),,,,,
woodenGarageDoor5x3OakPlayer,blocks,Block,KgNone,Wooden Garage Door 5X3 (White),,,,,
woodenGarageDoor5x3PlayerBlockVariantHelper,blocks,Block,KgNone,Wooden Garage Doors 5X3,,,,,
steelGarageDoor3x3WhitePlayer,blocks,Block,KgNone,Steel Garage Door 3X3 (White),,,,,
steelGarageDoor3x3BrownPlayer,blocks,Block,KgNone,Steel Garage Door 3X3 (Brown),,,,,
steelGarageDoor3x3RedPlayer,blocks,Block,KgNone,Steel Garage Door 3X3 (Red),,,,,
steelGarageDoor3x3OrangePlayer,blocks,Block,KgNone,Steel Garage Door 3X3 (Orange),,,,,
steelGarageDoor3x3YellowPlayer,blocks,Block,KgNone,Steel Garage Door 3X3 (Yellow),,,,,
steelGarageDoor3x3GreenPlayer,blocks,Block,KgNone,Steel Garage Door 3X3 (Green),,,,,
steelGarageDoor3x3BluePlayer,blocks,Block,KgNone,Steel Garage Door 3X3 (Blue),,,,,
steelGarageDoor3x3GreyPlayer,blocks,Block,KgNone,Steel Garage Door 3X3 (Grey),,,,,
steelGarageDoor3x3BlackPlayer,blocks,Block,KgNone,Steel Garage Door 3X3 (Black),,,,,
steelGarageDoor3x3ArmyGreenPlayer,blocks,Block,KgNone,Steel Garage Door 3X3 (Army Green),,,,,
steelGarageDoor3x3PlayerBlockVariantHelper,blocks,Block,KgNone,Steel Garage Doors 3X3,,,,,
steelGarageDoor4x3WhitePlayer,blocks,Block,KgNone,Steel Garage Door 4X3 (White),,,,,
steelGarageDoor4x3BrownPlayer,blocks,Block,KgNone,Steel Garage Door 4X3 (Brown),,,,,
steelGarageDoor4x3RedPlayer,blocks,Block,KgNone,Steel Garage Door 4X3 (Red),,,,,
steelGarageDoor4x3OrangePlayer,blocks,Block,KgNone,Steel Garage Door 4X3 (Orange),,,,,
steelGarageDoor4x3YellowPlayer,blocks,Block,KgNone,Steel Garage Door 4X3 (Yellow),,,,,
steelGarageDoor4x3GreenPlayer,blocks,Block,KgNone,Steel Garage Door 4X3 (Green),,,,,
steelGarageDoor4x3BluePlayer,blocks,Block,KgNone,Steel Garage Door 4X3 (Blue),,,,,
steelGarageDoor4x3GreyPlayer,blocks,Block,KgNone,Steel Garage Door 4X3 (Grey),,,,,
steelGarageDoor4x3BlackPlayer,blocks,Block,KgNone,Steel Garage Door 4X3 (Black),,,,,
steelGarageDoor4x3ArmyGreenPlayer,blocks,Block,KgNone,Steel Garage Door 4X3 (Army Green),,,,,
steelGarageDoor4x3PlayerBlockVariantHelper,blocks,Block,KgNone,Steel Garage Doors 4X3,,,,,
steelGarageDoor5x3WhitePlayer,blocks,Block,KgNone,Steel Garage Door 5X3 (White),,,,,
steelGarageDoor5x3BrownPlayer,blocks,Block,KgNone,Steel Garage Door 5X3 (Brown),,,,,
steelGarageDoor5x3RedPlayer,blocks,Block,KgNone,Steel Garage Door 5X3 (Red),,,,,
steelGarageDoor5x3OrangePlayer,blocks,Block,KgNone,Steel Garage Door 5X3 (Orange),,,,,
steelGarageDoor5x3YellowPlayer,blocks,Block,KgNone,Steel Garage Door 5X3 (Yellow),,,,,
steelGarageDoor5x3GreenPlayer,blocks,Block,KgNone,Steel Garage Door 5X3 (Green),,,,,
steelGarageDoor5x3BluePlayer,blocks,Block,KgNone,Steel Garage Door 5X3 (Blue),,,,,
steelGarageDoor5x3GreyPlayer,blocks,Block,KgNone,Steel Garage Door 5X3 (Grey),,,,,
steelGarageDoor5x3BlackPlayer,blocks,Block,KgNone,Steel Garage Door 5X3 (Black),,,,,
steelGarageDoor5x3ArmyGreenPlayer,blocks,Block,KgNone,Steel Garage Door 5X3 (Army Green),,,,,
steelGarageDoor5x3PlayerBlockVariantHelper,blocks,Block,KgNone,Steel Garage Doors 5X3,,,,,
rollUpGate3x3WhitePlayer,blocks,Block,KgNone,Roll-Up Gate 3X3,,,,,
rollUpGate4x3WhitePlayer,blocks,Block,KgNone,Roll-Up Gate 4X3,,,,,
rollUpGate4x3DiagonalWhitePlayer,blocks,Block,KgNone,Roll-Up Gate 4X3 (Diagonal),,,,,
rollUpGate3x3PlayerBlockVariantHelper,blocks,Block,KgNone,Roll-Up Gates,,,,,
rollUpGate5x3WhitePlayer,blocks,Block,KgNone,Roll-Up Gate 5X3,,,,,
rollUpDoor3x3WhitePlayer,blocks,Block,KgNone,Roll-Up Door 3X3 (White),,,,,
rollUpDoor3x3BrownPlayer,blocks,Block,KgNone,Roll-Up Door 3X3 (Brown),,,,,
rollUpDoor3x3RedPlayer,blocks,Block,KgNone,Roll-Up Door 3X3 (Red),,,,,
rollUpDoor3x3OrangePlayer,blocks,Block,KgNone,Roll-Up Door 3X3 (Orange),,,,,
rollUpDoor3x3YellowPlayer,blocks,Block,KgNone,Roll-Up Door 3X3 (Yellow),,,,,
rollUpDoor3x3GreenPlayer,blocks,Block,KgNone,Roll-Up Door 3X3 (Green),,,,,
rollUpDoor3x3BluePlayer,blocks,Block,KgNone,Roll-Up Door 3X3 (Blue),,,,,
rollUpDoor3x3PurplePlayer,blocks,Block,KgNone,Roll-Up Door 3X3 (Purple),,,,,
rollUpDoor3x3GreyPlayer,blocks,Block,KgNone,Roll-Up Door 3X3 (Grey),,,,,
rollUpDoor3x3BlackPlayer,blocks,Block,KgNone,Roll-Up Door 3X3 (Black),,,,,
rollUpDoor3x3PinkPlayer,blocks,Block,KgNone,Roll-Up Door 3X3 (Pink),,,,,
rollUpDoor3x3PlayerBlockVariantHelper,blocks,Block,KgNone,Roll-Up Doors 3X3,,,,,
rollUpDoor5x4WhitePlayer,blocks,Block,KgNone,Roll-Up Door 5X4 (White),,,,,
rollUpDoor5x4BrownPlayer,blocks,Block,KgNone,Roll-Up Door 5X4 (Brown),,,,,
rollUpDoor5x4RedPlayer,blocks,Block,KgNone,Roll-Up Door 5X4 (Red),,,,,
rollUpDoor5x4OrangePlayer,blocks,Block,KgNone,Roll-Up Door 5X4 (Orange),,,,,
rollUpDoor5x4YellowPlayer,blocks,Block,KgNone,Roll-Up Door 5X4 (Yellow),,,,,
rollUpDoor5x4GreenPlayer,blocks,Block,KgNone,Roll-Up Door 5X4 (Green),,,,,
rollUpDoor5x4BluePlayer,blocks,Block,KgNone,Roll-Up Door 5X4 (Blue),,,,,
rollUpDoor5x4PurplePlayer,blocks,Block,KgNone,Roll-Up Door 5X4 (Purple),,,,,
rollUpDoor5x4GreyPlayer,blocks,Block,KgNone,Roll-Up Door 5X4 (Grey),,,,,
rollUpDoor5x4BlackPlayer,blocks,Block,KgNone,Roll-Up Door 5X4 (Black),,,,,
rollUpDoor5x4PinkPlayer,blocks,Block,KgNone,Roll-Up Door 5X4 (Pink),,,,,
rollUpDoor5x4PlayerBlockVariantHelper,blocks,Block,KgNone,Roll-Up Doors 5X4,,,,,
rollUpDoor7x4WhitePlayer,blocks,Block,KgNone,Roll-Up Door 7X4 (White),,,,,
rollUpDoor7x4BrownPlayer,blocks,Block,KgNone,Roll-Up Door 7X4 (Brown),,,,,
rollUpDoor7x4RedPlayer,blocks,Block,KgNone,Roll-Up Door 7X4 (Red),,,,,
rollUpDoor7x4OrangePlayer,blocks,Block,KgNone,Roll-Up Door 7X4 (Orange),,,,,
rollUpDoor7x4YellowPlayer,blocks,Block,KgNone,Roll-Up Door 7X4 (Yellow),,,,,
rollUpDoor7x4GreenPlayer,blocks,Block,KgNone,Roll-Up Door 7X4 (Green),,,,,
rollUpDoor7x4BluePlayer,blocks,Block,KgNone,Roll-Up Door 7X4 (Blue),,,,,
rollUpDoor7x4PurplePlayer,blocks,Block,KgNone,Roll-Up Door 7X4 (Purple),,,,,
rollUpDoor7x4GreyPlayer,blocks,Block,KgNone,Roll-Up Door 7X4 (Grey),,,,,
rollUpDoor7x4BlackPlayer,blocks,Block,KgNone,Roll-Up Door 7X4 (Black),,,,,
rollUpDoor7x4PinkPlayer,blocks,Block,KgNone,Roll-Up Door 7X4 (Pink),,,,,
rollUpDoor7x4PlayerBlockVariantHelper,blocks,Block,KgNone,Roll-Up Doors 7X4,,,,,
woodHatchPlayer,blocks,Block,KgNone,Wooden Hatch,,,,,
ironHatchWhitePlayer,blocks,Block,KgNone,Iron Hatch (White),,,,,
ironHatchBrownPlayer,blocks,Block,KgNone,Iron Hatch (Brown),,,,,
ironHatchRedPlayer,blocks,Block,KgNone,Iron Hatch (Red),,,,,
ironHatchOrangePlayer,blocks,Block,KgNone,Iron Hatch (Orange),,,,,
ironHatchYellowPlayer,blocks,Block,KgNone,Iron Hatch (Yellow),,,,,
ironHatchGreenPlayer,blocks,Block,KgNone,Iron Hatch (Green),,,,,
ironHatchBluePlayer,blocks,Block,KgNone,Iron Hatch (Blue),,,,,
ironHatchPurplePlayer,blocks,Block,KgNone,Iron Hatch (Purple),,,,,
ironHatchGreyPlayer,blocks,Block,KgNone,Iron Hatch (Grey),,,,,
ironHatchBlackPlayer,blocks,Block,KgNone,Iron Hatch (Black),,,,,
ironHatchPinkPlayer,blocks,Block,KgNone,Iron Hatch (Pink),,,,,
ironHatchPlayerBlockVariantHelper,blocks,Block,KgNone,Iron Hatches,,,,,
vaultHatchPlayer,blocks,Block,KgNone,Vault Hatch,,,,,
vaultHatch_Powered,blocks,Block,KgNone,Vault Hatch (Powered),,,,,
manholeHatchPlayer,blocks,Block,KgNone,Manhole Hatch,,,,,
wotwTraderBooksVendingMachine,blocks,Block,KgNone,Book Vending Machine,,,,,
wotwTraderGResourcesVendingMachine,blocks,Block,KgNone,Resource Vending Machine,,,,,

wotwHalloweenJukebox,blocks,Block,KgNone,Halloween Jukebox (Ready),,,,,
wotwHalloweenJukeboxDesc,blocks,Block,KgNone,"Place this item and interact with it to play random DRM free songs!  Each song is approx 1.5 to 2 minutes long.",,,,,
wotwHalloweenJukeboxUsed,blocks,Block,KgNone,Halloween Jukebox (In Use),,,,,
wotwPumpkinJackOLantern1,blocks,Block,KgNone,Jack o' Lantern,,,,,
wotwPumpkinJackOLantern2,blocks,Block,KgNone,Jack o' Lantern (Small),,,,,
wotwPumpkinJackOLantern3,blocks,Block,KgNone,Jack o' Lantern,,,,,
wotwPumpkinJackOLantern4,blocks,Block,KgNone,Jack o' Lantern,,,,,
wotwPumpkinStringLights,blocks,Block,KgNone,Pumpkin String Lights,,,,,
wotwPumpkinWallLight,blocks,Block,KgNone,Pumpkin Wall Light,,,,,
wotwHalloweenPumpkinsBlockVariantHelper,blocks,Block,KgNone,Halloween Pumpkins,,,,,
wotwHalloweenCoffin1,blocks,Block,KgNone,Halloween Coffin,,,,,
wotwHalloweenGravestone1,blocks,Block,KgNone,Halloween Gravestone,,,,,
wotwHalloweenGravestone2,blocks,Block,KgNone,Halloween Gravestone,,,,,
wotwHalloweenGravestone3,blocks,Block,KgNone,Halloween Gravestone,,,,,
wotwHalloweenSkull1,blocks,Block,KgNone,Halloween Skull,,,,,
wotwHalloweenSkull2,blocks,Block,KgNone,Halloween Skulls,,,,,
wotwHalloweenSkull3,blocks,Block,KgNone,Halloween Skulls,,,,,
wotwHalloweenSkull4,blocks,Block,KgNone,Halloween Skulls,,,,,
wotwHalloweenSpider1,blocks,Block,KgNone,Halloween Spider,,,,,
wotwHalloweenSpiderWeb1,blocks,Block,KgNone,Halloween Spider Web,,,,,
wotwHalloweenSpiderWeb2,blocks,Block,KgNone,Halloween Spider Web,,,,,
wotwHalloweenSpiderWeb3,blocks,Block,KgNone,Halloween Spider Web,,,,,
wotwHalloweenSpiderWeb4,blocks,Block,KgNone,Halloween Spider Web,,,,,
wotwHalloweenSpiderWeb5,blocks,Block,KgNone,Halloween Spider Web,,,,,
wotwHalloweenSpiderWeb6,blocks,Block,KgNone,Halloween Spider Web,,,,,
wotwHalloweenSpiderWeb7,blocks,Block,KgNone,Halloween Spider Web,,,,,
wotwHalloweenSpiderWeb8,blocks,Block,KgNone,Halloween Spider Web,,,,,
wotwHalloweenVoodooDoll1,blocks,Block,KgNone,Halloween Voodoo Doll,,,,,
wotwHalloweenZombieHand1,blocks,Block,KgNone,Halloween Zombie Hand,,,,,
wotwHalloweenZombieHand2,blocks,Block,KgNone,Halloweeen Zombie Hand,,,,,
wotwHalloweenZombieHand3,blocks,Block,KgNone,Halloween Zombie Hand,,,,,
wotwHalloweenSpookyCat,blocks,Block,KgNone,Halloween Spooky Cat,,,,,
wotwHalloweenSpiderPumpkin,blocks,Block,KgNone,Halloween Spider Pumpkin,,,,,
wotwHalloweenPumpkinCreature,blocks,Block,KgNone,Halloween Pumpkin Creature,,,,,
wotwHalloweenDecoBlockVariantHelper,blocks,Block,KgNone,Halloween Decorations,,,,,
wotwHalloweenScene1,blocks,Block,KgNone,Halloween Scene,,,,,
wotwHalloweenScene2,blocks,Block,KgNone,Halloween Scene,,,,,
wotwHalloweenScene3,blocks,Block,KgNone,Halloween Scene,,,,,
wotwHalloweenScenesBlockVariantHelper,blocks,Block,KgNone,Halloween Scenes,,,,,

FirstAidDeployBuff,buffs,Buff,KgNone,First Aid Deploy,,,,,
FirstAidDeployBuffDesc,buffs,Buff,KgNone,"Your Health is replenishing from Health Deploy.",,,,,
FirstAidDeployBuffTooltip,buffs,Buff,KgNone,"Your Health is now Replenishing",,,,,
ExtraStrengthPainKillersBuff,buffs,Buff,KgNone,Extra-Strength Pain Killers,,,,,
ExtraStrengthPainKillersBuffDesc,buffs,Buff,KgNone,"You have taken some Extra Strength Pain Killers and feel better.",,,,,
ExtraStrengthPainKillersBuffTooltip,buffs,Buff,KgNone,"You have taken Extra Strength Pain Killers",,,,,
vitamins1Buff,buffs,Buff,KgNone,Vitamin A,,,,,
vitaminABuffDesc,buffs,Buff,KgNone,"You have taken vitamin A and now have resistance against infection.",,,,,
vitamins2Buff,buffs,Buff,KgNone,Vitamin B,,,,,
vitaminBBuffDesc,buffs,Buff,KgNone,"You have taken vitamin B and now have faster stamina regeneration.",,,,,
vitamins3Buff,buffs,Buff,KgNone,Vitamin C,,,,,
vitaminCBuffDesc,buffs,Buff,KgNone,"You have taken vitamin C and now have resistance against Dysentery.",,,,,
vitamins4Buff,buffs,Buff,KgNone,Vitamin D,,,,,
vitaminDBuffDesc,buffs,Buff,KgNone,"You have taken vitamin D and now have increased cold and hot weather resistance.",,,,,
VitaminsBuffDesc,buffs,Buff,KgNone,"You have taken Vitamins and are now healing slowly over time.",,,,,
buffZombieTrackerName,buffs,Buff,KgNone,Zombie Tracker,,,,,
buffZombieTrackerDesc,buffs,Buff,KgNone,"You are looking for zombie tracks",,,,,
buffZombieTrackerNoneTooltip,buffs,Buff,KgNone,"You do not see any tracks around here.",,,,,
buffZombieTrackerAcquiredDesc,buffs,Buff,KgNone,"You have found zombie tracks.\nIf you walk or run you will eventually lose the trail.",,,,,
buffLegAdvSplintedName,buffs,Buff,KgNone,Adv Splinted Leg,,,,,
buffLegAdvSplintedDesc,buffs,Buff,KgNone,"Your leg is splinted and needs time to heal.\nJumping or sprinting will delay healing or even hurt you. Further critical hits may result in a broken leg.\n\nYour max health is lowered by {cvar(.LegHurtHealthBlockage:0.0)}.",,,,,
buffLegAdvSplintedTooltip,buffs,Buff,KgNone,"Your leg has been advanced splinted and will now heal faster",,,,,
buffArmAdvSplintedName,buffs,Buff,KgNone,Adv Splinted Arm,,,,,
buffArmAdvSplintedDesc,buffs,Buff,KgNone,"Your arm has been advanced splinted, slowing your weapon handling, reload and swing speeds. This will take some time to heal.\nRanged or power attacks will delay healing or even hurt you. Further critical hits may result in a broken arm.\n\nYour max health is lowered by {cvar(.ArmHurtHealthBlockage:0.0)}.",,,,,
buffArmAdvSplintedTooltip,buffs,Buff,KgNone,"Your arm has been advanced splinted and will now heal faster",,,,,
buffstewWarmingName,buffs,Buff,KgNone,Stew Effect,,,,,
buffstewWarmingDesc,buffs,Buff,KgNone,"You have eaten a stew food item and now have increased stamina recovery as well as increased hypothermal resistance.",,,,,
buffstewWarmingTooltip,buffs,Buff,KgNone,"You now have increased stamina recovery and hypothermal resistance",,,,,
buffPieName,buffs,Buff,KgNone,Pie Effect,,,,,
buffPieDesc,buffs,Buff,KgNone,"Feeling the benifits from home cooked pie.  Your stamina recovery rate has been increased as well as increated hypothermal resistance.",,,,,
buffPieTooltip,buffs,Buff,KgNone,"You now have increased stamina recovery and hypothermal resistance",,,,,
buffColdBeerName,buffs,Buff,KgNone,Cold Beer Effect,,,,,
buffColdBeerDesc,buffs,Buff,KgNone,"You have the effect from drinking cold beer.  Increased hyperthermal resistance.",,,,,
buffColdBeerTooltip,buffs,Buff,KgNone,"Increased hyperthermal resistance",,,,,
buffMeatPieBoostName,buffs,Buff,KgNone,Meat Pie Effect,,,,,
buffMeatPieBoostDesc,buffs,Buff,KgNone,"Increased hyperthermal and hypothermal resistance.  As well as increased stamina recovery",,,,,
buffMeatPieBoostTooltip,buffs,Buff,KgNone,"Your hyper and hypothermal resistance has been increased as well as stamina recovery",,,,,
buffGreenTeaName,buffs,Buff,KgNone,Green Tea Effect,,,,,
buffGreenTeaDesc,buffs,Buff,KgNone,"Your stamina recovery rate has been significantly increased as well as increased hyper and hypothermal resistance.",,,,,
buffGreenTeaTooltip,buffs,Buff,KgNone,"Stamina recovery rate significantly increased and boosted hyper and hypothermal resistance",,,,,
buffenergypillName,buffs,Buff,KgNone,Energy Pill Effect,,,,,
buffenergypillDesc,buffs,Buff,KgNone,"You have taken energy pills and now have significantly increased rate of stamina recovery for 5 mins.",,,,,
buffenergypillTooltip,buffs,Buff,KgNone,"Stamina recovery rate increased significantly",,,,,
buffMossyBrewBoostName,buffs,Buff,KgNone,Mossy Brew Effect,,,,,
buffMossyBrewBoostDesc,buffs,Buff,KgNone,"You have the effect from drinking mossy brew.  Your walk and run speed has been increased.",,,,,
buffMossyBrewBoostTooltip,buffs,Buff,KgNone,"Your walk and run speed has been boosted",,,,,
buffhotChocolateName,buffs,Buff,KgNone,Hot Chocolate Effect,,,,,
buffhotChocolateDesc,buffs,Buff,KgNone,"Increased Stamina recovery rate and increased hypothermal resistance.",,,,,
buffhotChocolateTooltip,buffs,Buff,KgNone,"Increased Stamina recovery rate and increased hypothermal resistance",,,,,
buffHotTeaClassName,buffs,Buff,KgNone,Specialty Tea Effect,,,,,
buffHotTeaClassDesc,buffs,Buff,KgNone,"You have consumed a Specialty Hot Tea that will boost your Stamina recovery rate and increased hypothermal resistance.",,,,,
buffHotTeaClassTooltip,buffs,Buff,KgNone,"Increased Stamina recovery rate and increased hypothermal resistance",,,,,
buff2XExpName,buffs,Buff,KgNone,20% Experience,,,,,
buff2XExpDesc,buffs,Buff,KgNone,"For the duration of this buff you will have 20% more experience gain from every action.",,,,,
buff3XExpName,buffs,Buff,KgNone,30% Experience,,,,,
buff3XExpDesc,buffs,Buff,KgNone,"For the duration of this buff you will have 30% more experience gain from every action.",,,,,

buffAnimalTrackerName,buffs,Buff,KgNone,Animal/Zombie Tracker,,,,,
buffAnimalTrackerDesc,buffs,Buff,KgNone,You are looking for animal/zombie tracks.,,,,,
buffAnimalTrackerName,buffs,Buff,KgNone,Animal/Zombie Tracker,,,,,
buffAnimalTrackerAcquiredDesc,buffs,Buff,KgNone,You have found animal/zombie tracks.\nIf you walk or run you will eventually lose the trail.,,,,,
buffInjuryConcussionDesc,buffs,Buff,KgNone,"You have suffered a concussion.\nUse painkillers to cure this.\n\nYour max health is lowered by {cvar(.ConcussionHealthBlockage:0.0)}.",,,,,

halloween_buffTreat1Name,buffs,Buff,KgNone,Halloween Treat (Fast),,,,,
halloween_buffTreat1Desc,buffs,Buff,KgNone,"Treat!  Your Walk/Run Speed has been increased!",,,,,
halloween_buffTreat2Name,buffs,Buff,KgNone,Halloween Treat (Super Jump),,,,,
halloween_buffTreat2Desc,buffs,Buff,KgNone,"Treat!  You now have super jumping powers for a limited time!",,,,,
halloween_buffTreat3Name,buffs,Buff,KgNone,Halloween Treat (Energized),,,,,
halloween_buffTreat3Desc,buffs,Buff,KgNone,"Treat!  You are now energized and have temporarily unlimited stamina!",,,,,
halloween_buffTrick1Name,buffs,Buff,KgNone,Halloween Trick (No Exp),,,,,
halloween_buffTrick1Desc,buffs,Buff,KgNone,"Trick!  You will no longer receive experience for a limited time!",,,,,

zombieDarleneCrawlerRadiated,entityclasses,Entity,KgNone,Radiated Crawler Zombie Darlene,,,,,
zombieDarleneCrawlerFeral,entityclasses,Entity,KgNone,Feral Crawler Zombie Darlene,,,,,
zombieDarleneCrawlerFeralRadiated,entityclasses,Entity,KgNone,Feral Radiated Crawler Zombie Darlene,,,,,
zombieArleneCrawlerRadiated,entityclasses,Entity,KgNone,Radiated Crawler Zombie Arlene,,,,,
zombieArleneCrawlerFeral,entityclasses,Entity,KgNone,Feral Crawler Zombie Arlene,,,,,
zombieArleneCrawlerFeralRadiated,entityclasses,Entity,KgNone,Feral Radiated Crawler Zombie Arlene,,,,,
zombieMoeCrawlerRadiated,entityclasses,Entity,KgNone,Radiated Crawler Zombie Moe,,,,,
zombieMoeCrawlerFeral,entityclasses,Entity,KgNone,Feral Crawler Zombie Moe,,,,,
zombieMoeCrawlerFeralRadiated,entityclasses,Entity,KgNone,Feral Radiated Crawler Zombie Moe,,,,,
zombieJoeCrawlerRadiated,entityclasses,Entity,KgNone,Radiated Crawler Zombie Joe,,,,,
zombieJoeCrawlerFeral,entityclasses,Entity,KgNone,Feral Crawler Zombie Joe,,,,,
zombieJoeCrawlerFeralRadiated,entityclasses,Entity,KgNone,Feral Radiated Crawler Zombie Joe,,,,,
